dataset,selector,strategy,size,effective_size,budget,n_test,validity,failure_rate,l0_count_mean,steps_mean,steps_max,proximity_l2_jaccard,lof_scores_cf,frac_oob,true_actionability,runtime_s
heloc,prob_ascent,knn_both,256,256,17,30,0.8,0.2,1.8333333333333333,1.8333333333333333,6.0,0.6645724487396639,1.8484510602549002,0.0,1.0,724.64
heloc,prob_ascent,knn_both,256,256,34,30,0.8,0.2,1.8333333333333333,1.8333333333333333,6.0,0.6645724487396639,1.8484510602549002,0.0,1.0,0.0
heloc,prob_ascent,knn_both,256,256,51,30,0.8,0.2,1.8333333333333333,1.8333333333333333,6.0,0.6645724487396639,1.8484510602549002,0.0,1.0,0.0
heloc,prob_ascent,knn_both,256,256,100,30,0.8,0.2,1.8333333333333333,1.8333333333333333,6.0,0.6645724487396639,1.8484510602549002,0.0,1.0,0.0
heloc,prob_ascent,knn_both,256,256,250,30,0.8,0.2,1.8333333333333333,1.8333333333333333,6.0,0.6645724487396639,1.8484510602549002,0.0,1.0,0.0
heloc,prob_ascent,knn_both,256,256,1000,30,0.8,0.2,1.8333333333333333,1.8333333333333333,6.0,0.6645724487396639,1.8484510602549002,0.0,1.0,0.0
