dataset,selector,validity,lof_scores_cf,sparsity,actionability,true_actionability,proximity_l2_jaccard,frac_oob,l0_count_mean,l0_count_median,l0_count_max,steps_mean,steps_median,steps_max,failure_rate,n_actionable
heloc,prob_ascent,1.0,1.8472572582725266,0.06086956521739131,0.0,1.0,0.7088847938291565,0.0,1.4,1.0,2.0,1.4,1.0,2.0,0.0,17
