dataset,set,freeze_immutable,validity,lof_scores_cf,sparsity,actionability,true_actionability,proximity_l2_jaccard,frac_oob,immutable_drift_mean,immutable_drift_max,n_oob_fallback
heloc,fromscratch,False,1.0,1.0058654782974215,1.0,0.0,0.0,0.830331308567352,0.0,0.11530295711321135,0.30707671120762825,0
