dataset,set,freeze_immutable,validity,lof_scores_cf,sparsity,actionability,true_actionability,proximity_l2_jaccard,proximity_l1,l0_count_mean,l0_count_valid,sparsity_tol,n_valid,n_total,proximity_l2_continuous,cat_change_rate,n_categorical_features,frac_oob,immutable_drift_mean,immutable_drift_max,n_oob_fallback
law,frozen,True,1.0,8.72173457905332,1.0,0.0,1.0,1.1281390672283562,1.8548150609359384,4.414414414414415,4.414414414414415,0.33957033957033955,444.0,444.0,0.36694902882266744,0.23536036036036037,2.0,0.0,0.0,0.0,0
