dataset,set,freeze_immutable,validity,lof_scores_cf,sparsity,actionability,true_actionability,proximity_l2_jaccard,proximity_l1,l0_count_mean,l0_count_valid,sparsity_tol,n_valid,n_total,proximity_l2_continuous,cat_change_rate,n_categorical_features,frac_oob,immutable_drift_mean,immutable_drift_max,n_oob_fallback
law,fromscratch,False,1.0,9.829041643715893,1.0,0.0,1.0,1.1026618885716486,1.757685681181202,4.436936936936937,4.436936936936937,0.3413028413028413,444.0,444.0,0.3284617049522718,0.2533783783783784,2.0,0.0,0.0,0.0,0
