dataset,selector,validity,lof_scores_cf,sparsity,actionability,true_actionability,proximity_l2_jaccard,frac_oob,l0_count_mean,l0_count_median,l0_count_max,steps_mean,steps_median,steps_max,failure_rate,n_actionable
moons,prob_ascent,0.69,1.0089045642300787,0.745,0.0,1.0,0.6048499194820769,0.0,1.2608695652173914,1.0,2.0,1.2608695652173914,1.0,2.0,0.31,2
