source,dataset,target_model,method,seed,generation_tau,confidence_conditioned,evaluation_tau,achieved_probability_mean,threshold_validity,coverage,proximity_grouped_gower,timing_total_s
e4,heloc,retained_logistic_regression,countercontex,101,0.5,False,0.9,0.5098207468301825,0.0,0.956,0.022182459024719558,417.8912097319844
e4,heloc,retained_logistic_regression,countercontex,202,0.5,False,0.5,0.5098207468301825,1.0,0.956,0.022182459024719558,456.4253222270054
e4,heloc,retained_logistic_regression,countercontex,202,0.5,False,0.6,0.5098207468301825,0.0,0.956,0.022182459024719558,456.4253222270054
e4,heloc,retained_logistic_regression,countercontex,202,0.5,False,0.7,0.5098207468301825,0.0,0.956,0.022182459024719558,456.4253222270054
e4,heloc,retained_logistic_regression,countercontex,202,0.5,False,0.8,0.5098207468301825,0.0,0.956,0.022182459024719558,456.4253222270054
e4,heloc,retained_logistic_regression,countercontex,202,0.5,False,0.9,0.5098207468301825,0.0,0.956,0.022182459024719558,456.4253222270054
e4,heloc,retained_logistic_regression,countercontex,303,0.5,False,0.5,0.5098207468301825,1.0,0.956,0.022182459024719558,441.64996684901416
e4,heloc,retained_logistic_regression,countercontex,303,0.5,False,0.6,0.5098207468301825,0.0,0.956,0.022182459024719558,441.64996684901416
e4,heloc,retained_logistic_regression,countercontex,303,0.5,False,0.7,0.5098207468301825,0.0,0.956,0.022182459024719558,441.64996684901416
e4,heloc,retained_logistic_regression,countercontex,303,0.5,False,0.8,0.5098207468301825,0.0,0.956,0.022182459024719558,441.64996684901416
e4,heloc,retained_logistic_regression,countercontex,303,0.5,False,0.9,0.5098207468301825,0.0,0.956,0.022182459024719558,441.64996684901416
e4,heloc,retained_logistic_regression,countercontex,17,0.5,True,0.5,0.5067516181750996,1.0,0.976,0.012459814674284041,1148.0065664950525
e4,heloc,retained_logistic_regression,countercontex,17,0.5,True,0.6,0.5067516181750996,0.0,0.976,0.012459814674284041,1148.0065664950525
e4,heloc,retained_logistic_regression,countercontex,17,0.5,True,0.7,0.5067516181750996,0.0,0.976,0.012459814674284041,1148.0065664950525
e4,heloc,retained_logistic_regression,countercontex,17,0.5,True,0.8,0.5067516181750996,0.0,0.976,0.012459814674284041,1148.0065664950525
e4,heloc,retained_logistic_regression,countercontex,17,0.5,True,0.9,0.5067516181750996,0.0,0.976,0.012459814674284041,1148.0065664950525
e4,heloc,retained_logistic_regression,countercontex,42,0.5,True,0.5,0.5067516181750996,1.0,0.976,0.012459814674284041,1150.362742650963
e4,heloc,retained_logistic_regression,countercontex,42,0.5,True,0.6,0.5067516181750996,0.0,0.976,0.012459814674284041,1150.362742650963
e4,heloc,retained_logistic_regression,countercontex,42,0.5,True,0.7,0.5067516181750996,0.0,0.976,0.012459814674284041,1150.362742650963
e4,heloc,retained_logistic_regression,countercontex,42,0.5,True,0.8,0.5067516181750996,0.0,0.976,0.012459814674284041,1150.362742650963
e4,heloc,retained_logistic_regression,countercontex,42,0.5,True,0.9,0.5067516181750996,0.0,0.976,0.012459814674284041,1150.362742650963
e4,heloc,retained_logistic_regression,countercontex,101,0.5,True,0.5,0.5067516181750996,1.0,0.976,0.012459814674284041,1148.9285384360119
e4,heloc,retained_logistic_regression,countercontex,101,0.5,True,0.6,0.5067516181750996,0.0,0.976,0.012459814674284041,1148.9285384360119
e4,heloc,retained_logistic_regression,countercontex,101,0.5,True,0.7,0.5067516181750996,0.0,0.976,0.012459814674284041,1148.9285384360119
e4,heloc,retained_logistic_regression,countercontex,101,0.5,True,0.8,0.5067516181750996,0.0,0.976,0.012459814674284041,1148.9285384360119
e4,heloc,retained_logistic_regression,countercontex,101,0.5,True,0.9,0.5067516181750996,0.0,0.976,0.012459814674284041,1148.9285384360119
e4,heloc,retained_logistic_regression,countercontex,202,0.5,True,0.5,0.5067516181750996,1.0,0.976,0.012459814674284041,1139.9878382709576
e4,heloc,retained_logistic_regression,countercontex,202,0.5,True,0.6,0.5067516181750996,0.0,0.976,0.012459814674284041,1139.9878382709576
e4,heloc,retained_logistic_regression,countercontex,202,0.5,True,0.7,0.5067516181750996,0.0,0.976,0.012459814674284041,1139.9878382709576
e4,heloc,retained_logistic_regression,countercontex,202,0.5,True,0.8,0.5067516181750996,0.0,0.976,0.012459814674284041,1139.9878382709576
e4,heloc,retained_logistic_regression,countercontex,202,0.5,True,0.9,0.5067516181750996,0.0,0.976,0.012459814674284041,1139.9878382709576
e4,heloc,retained_logistic_regression,countercontex,303,0.5,True,0.5,0.5067516181750996,1.0,0.976,0.012459814674284041,1155.3697741350043
e4,heloc,retained_logistic_regression,countercontex,303,0.5,True,0.6,0.5067516181750996,0.0,0.976,0.012459814674284041,1155.3697741350043
e4,heloc,retained_logistic_regression,countercontex,303,0.5,True,0.7,0.5067516181750996,0.0,0.976,0.012459814674284041,1155.3697741350043
e4,heloc,retained_logistic_regression,countercontex,303,0.5,True,0.8,0.5067516181750996,0.0,0.976,0.012459814674284041,1155.3697741350043
e4,heloc,retained_logistic_regression,countercontex,303,0.5,True,0.9,0.5067516181750996,0.0,0.976,0.012459814674284041,1155.3697741350043
e4,heloc,retained_logistic_regression,countercontex,17,0.6,False,0.5,0.6077488218800935,1.0,0.856,0.0330875495421083,809.5723325000145
e4,heloc,retained_logistic_regression,countercontex,17,0.6,False,0.6,0.6077488218800935,1.0,0.856,0.0330875495421083,809.5723325000145
e4,heloc,retained_logistic_regression,countercontex,17,0.6,False,0.7,0.6077488218800935,0.0,0.856,0.0330875495421083,809.5723325000145
e4,heloc,retained_logistic_regression,countercontex,17,0.6,False,0.8,0.6077488218800935,0.0,0.856,0.0330875495421083,809.5723325000145
e4,heloc,retained_logistic_regression,countercontex,17,0.6,False,0.9,0.6077488218800935,0.0,0.856,0.0330875495421083,809.5723325000145
e4,heloc,retained_logistic_regression,countercontex,42,0.6,False,0.5,0.6077488218800935,1.0,0.856,0.0330875495421083,758.1110952289309
e4,heloc,retained_logistic_regression,countercontex,42,0.6,False,0.6,0.6077488218800935,1.0,0.856,0.0330875495421083,758.1110952289309
e4,heloc,retained_logistic_regression,countercontex,42,0.6,False,0.7,0.6077488218800935,0.0,0.856,0.0330875495421083,758.1110952289309
e4,heloc,retained_logistic_regression,countercontex,42,0.6,False,0.8,0.6077488218800935,0.0,0.856,0.0330875495421083,758.1110952289309
e4,heloc,retained_logistic_regression,countercontex,42,0.6,False,0.9,0.6077488218800935,0.0,0.856,0.0330875495421083,758.1110952289309
e4,heloc,retained_logistic_regression,countercontex,101,0.6,False,0.5,0.6077488218800935,1.0,0.856,0.0330875495421083,705.6780706910067
e4,heloc,retained_logistic_regression,countercontex,101,0.6,False,0.6,0.6077488218800935,1.0,0.856,0.0330875495421083,705.6780706910067
e4,heloc,retained_logistic_regression,countercontex,101,0.6,False,0.7,0.6077488218800935,0.0,0.856,0.0330875495421083,705.6780706910067
e4,heloc,retained_logistic_regression,countercontex,101,0.6,False,0.8,0.6077488218800935,0.0,0.856,0.0330875495421083,705.6780706910067
e4,heloc,retained_logistic_regression,countercontex,101,0.6,False,0.9,0.6077488218800935,0.0,0.856,0.0330875495421083,705.6780706910067
e4,heloc,retained_logistic_regression,countercontex,202,0.6,False,0.5,0.6077488218800935,1.0,0.856,0.0330875495421083,717.6774497749866
e4,heloc,retained_logistic_regression,countercontex,202,0.6,False,0.6,0.6077488218800935,1.0,0.856,0.0330875495421083,717.6774497749866
e4,heloc,retained_logistic_regression,countercontex,202,0.6,False,0.7,0.6077488218800935,0.0,0.856,0.0330875495421083,717.6774497749866
e4,heloc,retained_logistic_regression,countercontex,202,0.6,False,0.8,0.6077488218800935,0.0,0.856,0.0330875495421083,717.6774497749866
e4,heloc,retained_logistic_regression,countercontex,202,0.6,False,0.9,0.6077488218800935,0.0,0.856,0.0330875495421083,717.6774497749866
e4,heloc,retained_logistic_regression,countercontex,303,0.6,False,0.5,0.6077488218800935,1.0,0.856,0.0330875495421083,726.006786196027
e4,heloc,retained_logistic_regression,countercontex,303,0.6,False,0.6,0.6077488218800935,1.0,0.856,0.0330875495421083,726.006786196027
e4,heloc,retained_logistic_regression,countercontex,303,0.6,False,0.7,0.6077488218800935,0.0,0.856,0.0330875495421083,726.006786196027
e4,heloc,retained_logistic_regression,countercontex,303,0.6,False,0.8,0.6077488218800935,0.0,0.856,0.0330875495421083,726.006786196027
e4,heloc,retained_logistic_regression,countercontex,303,0.6,False,0.9,0.6077488218800935,0.0,0.856,0.0330875495421083,726.006786196027
e4,heloc,retained_logistic_regression,countercontex,17,0.6,True,0.5,0.6073092444270842,1.0,0.968,0.019093132772266416,1299.2137004889664
e4,heloc,retained_logistic_regression,countercontex,17,0.6,True,0.6,0.6073092444270842,1.0,0.968,0.019093132772266416,1299.2137004889664
e4,heloc,retained_logistic_regression,countercontex,17,0.6,True,0.7,0.6073092444270842,0.0,0.968,0.019093132772266416,1299.2137004889664
e4,heloc,retained_logistic_regression,countercontex,17,0.6,True,0.8,0.6073092444270842,0.0,0.968,0.019093132772266416,1299.2137004889664
e4,heloc,retained_logistic_regression,countercontex,17,0.6,True,0.9,0.6073092444270842,0.0,0.968,0.019093132772266416,1299.2137004889664
e4,heloc,retained_logistic_regression,countercontex,42,0.6,True,0.5,0.6073092444270842,1.0,0.968,0.019093132772266416,1281.7704479430104
e4,heloc,retained_logistic_regression,countercontex,42,0.6,True,0.6,0.6073092444270842,1.0,0.968,0.019093132772266416,1281.7704479430104
e4,heloc,retained_logistic_regression,countercontex,42,0.6,True,0.7,0.6073092444270842,0.0,0.968,0.019093132772266416,1281.7704479430104
e4,heloc,retained_logistic_regression,countercontex,42,0.6,True,0.8,0.6073092444270842,0.0,0.968,0.019093132772266416,1281.7704479430104
e4,heloc,retained_logistic_regression,countercontex,42,0.6,True,0.9,0.6073092444270842,0.0,0.968,0.019093132772266416,1281.7704479430104
e4,heloc,retained_logistic_regression,countercontex,101,0.6,True,0.5,0.6073092444270842,1.0,0.968,0.019093132772266416,1298.8457834110595
e4,heloc,retained_logistic_regression,countercontex,101,0.6,True,0.6,0.6073092444270842,1.0,0.968,0.019093132772266416,1298.8457834110595
e4,heloc,retained_logistic_regression,countercontex,101,0.6,True,0.7,0.6073092444270842,0.0,0.968,0.019093132772266416,1298.8457834110595
e4,heloc,retained_logistic_regression,countercontex,101,0.6,True,0.8,0.6073092444270842,0.0,0.968,0.019093132772266416,1298.8457834110595
e4,heloc,retained_logistic_regression,countercontex,101,0.6,True,0.9,0.6073092444270842,0.0,0.968,0.019093132772266416,1298.8457834110595
e4,heloc,retained_logistic_regression,countercontex,202,0.6,True,0.5,0.6073092444270842,1.0,0.968,0.019093132772266416,1338.7892384210718
e4,heloc,retained_logistic_regression,countercontex,202,0.6,True,0.6,0.6073092444270842,1.0,0.968,0.019093132772266416,1338.7892384210718
e4,heloc,retained_logistic_regression,countercontex,202,0.6,True,0.7,0.6073092444270842,0.0,0.968,0.019093132772266416,1338.7892384210718
e4,heloc,retained_logistic_regression,countercontex,202,0.6,True,0.8,0.6073092444270842,0.0,0.968,0.019093132772266416,1338.7892384210718
e4,heloc,retained_logistic_regression,countercontex,202,0.6,True,0.9,0.6073092444270842,0.0,0.968,0.019093132772266416,1338.7892384210718
e4,heloc,retained_logistic_regression,countercontex,303,0.6,True,0.5,0.6073092444270842,1.0,0.968,0.019093132772266416,1309.3055209820159
e4,heloc,retained_logistic_regression,countercontex,303,0.6,True,0.6,0.6073092444270842,1.0,0.968,0.019093132772266416,1309.3055209820159
e4,heloc,retained_logistic_regression,countercontex,303,0.6,True,0.7,0.6073092444270842,0.0,0.968,0.019093132772266416,1309.3055209820159
e4,heloc,retained_logistic_regression,countercontex,303,0.6,True,0.8,0.6073092444270842,0.0,0.968,0.019093132772266416,1309.3055209820159
e4,heloc,retained_logistic_regression,countercontex,303,0.6,True,0.9,0.6073092444270842,0.0,0.968,0.019093132772266416,1309.3055209820159
e4,heloc,retained_logistic_regression,countercontex,17,0.7,False,0.5,0.7056004069056326,1.0,0.648,0.049087301199086976,1115.8770138209802
e4,heloc,retained_logistic_regression,countercontex,17,0.7,False,0.6,0.7056004069056326,1.0,0.648,0.049087301199086976,1115.8770138209802
e4,heloc,retained_logistic_regression,countercontex,17,0.7,False,0.7,0.7056004069056326,1.0,0.648,0.049087301199086976,1115.8770138209802
e4,heloc,retained_logistic_regression,countercontex,17,0.7,False,0.8,0.7056004069056326,0.0,0.648,0.049087301199086976,1115.8770138209802
e4,heloc,retained_logistic_regression,countercontex,17,0.7,False,0.9,0.7056004069056326,0.0,0.648,0.049087301199086976,1115.8770138209802
e4,heloc,retained_logistic_regression,countercontex,42,0.7,False,0.5,0.7056004069056326,1.0,0.648,0.049087301199086976,1120.941222161986
e4,heloc,retained_logistic_regression,countercontex,42,0.7,False,0.6,0.7056004069056326,1.0,0.648,0.049087301199086976,1120.941222161986
e4,heloc,retained_logistic_regression,countercontex,42,0.7,False,0.7,0.7056004069056326,1.0,0.648,0.049087301199086976,1120.941222161986
e4,heloc,retained_logistic_regression,countercontex,42,0.7,False,0.8,0.7056004069056326,0.0,0.648,0.049087301199086976,1120.941222161986
e4,heloc,retained_logistic_regression,countercontex,42,0.7,False,0.9,0.7056004069056326,0.0,0.648,0.049087301199086976,1120.941222161986
e4,heloc,retained_logistic_regression,countercontex,101,0.7,False,0.5,0.7056004069056326,1.0,0.648,0.049087301199086976,1218.960245861963
e4,heloc,retained_logistic_regression,countercontex,101,0.7,False,0.6,0.7056004069056326,1.0,0.648,0.049087301199086976,1218.960245861963
e4,heloc,retained_logistic_regression,countercontex,101,0.7,False,0.7,0.7056004069056326,1.0,0.648,0.049087301199086976,1218.960245861963
e4,heloc,retained_logistic_regression,countercontex,101,0.7,False,0.8,0.7056004069056326,0.0,0.648,0.049087301199086976,1218.960245861963
e4,heloc,retained_logistic_regression,countercontex,101,0.7,False,0.9,0.7056004069056326,0.0,0.648,0.049087301199086976,1218.960245861963
e4,heloc,retained_logistic_regression,countercontex,202,0.7,False,0.5,0.7056004069056326,1.0,0.648,0.049087301199086976,1234.3688014040235
e4,heloc,retained_logistic_regression,countercontex,202,0.7,False,0.6,0.7056004069056326,1.0,0.648,0.049087301199086976,1234.3688014040235
e4,heloc,retained_logistic_regression,countercontex,202,0.7,False,0.7,0.7056004069056326,1.0,0.648,0.049087301199086976,1234.3688014040235
e4,heloc,retained_logistic_regression,countercontex,202,0.7,False,0.8,0.7056004069056326,0.0,0.648,0.049087301199086976,1234.3688014040235
e4,heloc,retained_logistic_regression,countercontex,202,0.7,False,0.9,0.7056004069056326,0.0,0.648,0.049087301199086976,1234.3688014040235
e4,heloc,retained_logistic_regression,countercontex,303,0.7,False,0.5,0.7056004069056326,1.0,0.648,0.049087301199086976,1298.7550571610336
e4,heloc,retained_logistic_regression,countercontex,303,0.7,False,0.6,0.7056004069056326,1.0,0.648,0.049087301199086976,1298.7550571610336
e4,heloc,retained_logistic_regression,countercontex,303,0.7,False,0.7,0.7056004069056326,1.0,0.648,0.049087301199086976,1298.7550571610336
e4,heloc,retained_logistic_regression,countercontex,303,0.7,False,0.8,0.7056004069056326,0.0,0.648,0.049087301199086976,1298.7550571610336
e4,heloc,retained_logistic_regression,countercontex,303,0.7,False,0.9,0.7056004069056326,0.0,0.648,0.049087301199086976,1298.7550571610336
e4,heloc,retained_logistic_regression,countercontex,17,0.7,True,0.5,0.7042740690445051,1.0,0.9,0.029226545859938082,2875.7763343629777
e4,heloc,retained_logistic_regression,countercontex,17,0.7,True,0.6,0.7042740690445051,1.0,0.9,0.029226545859938082,2875.7763343629777
e4,heloc,retained_logistic_regression,countercontex,17,0.7,True,0.7,0.7042740690445051,1.0,0.9,0.029226545859938082,2875.7763343629777
e4,heloc,retained_logistic_regression,countercontex,17,0.7,True,0.8,0.7042740690445051,0.0,0.9,0.029226545859938082,2875.7763343629777
e4,heloc,retained_logistic_regression,countercontex,17,0.7,True,0.9,0.7042740690445051,0.0,0.9,0.029226545859938082,2875.7763343629777
e4,heloc,retained_logistic_regression,countercontex,42,0.7,True,0.5,0.7042740690445051,1.0,0.9,0.029226545859938082,2617.5410507289926
e4,heloc,retained_logistic_regression,countercontex,42,0.7,True,0.6,0.7042740690445051,1.0,0.9,0.029226545859938082,2617.5410507289926
e4,heloc,retained_logistic_regression,countercontex,42,0.7,True,0.7,0.7042740690445051,1.0,0.9,0.029226545859938082,2617.5410507289926
e4,heloc,retained_logistic_regression,countercontex,42,0.7,True,0.8,0.7042740690445051,0.0,0.9,0.029226545859938082,2617.5410507289926
e4,heloc,retained_logistic_regression,countercontex,42,0.7,True,0.9,0.7042740690445051,0.0,0.9,0.029226545859938082,2617.5410507289926
e4,heloc,retained_logistic_regression,countercontex,101,0.7,True,0.5,0.7042740690445051,1.0,0.9,0.029226545859938082,2796.852571355994
e4,heloc,retained_logistic_regression,countercontex,101,0.7,True,0.6,0.7042740690445051,1.0,0.9,0.029226545859938082,2796.852571355994
e4,heloc,retained_logistic_regression,countercontex,101,0.7,True,0.7,0.7042740690445051,1.0,0.9,0.029226545859938082,2796.852571355994
e4,heloc,retained_logistic_regression,countercontex,101,0.7,True,0.8,0.7042740690445051,0.0,0.9,0.029226545859938082,2796.852571355994
e4,heloc,retained_logistic_regression,countercontex,101,0.7,True,0.9,0.7042740690445051,0.0,0.9,0.029226545859938082,2796.852571355994
e4,heloc,retained_logistic_regression,countercontex,202,0.7,True,0.5,0.7042740690445051,1.0,0.9,0.029226545859938082,2863.682739626034
e4,heloc,retained_logistic_regression,countercontex,202,0.7,True,0.6,0.7042740690445051,1.0,0.9,0.029226545859938082,2863.682739626034
e4,heloc,retained_logistic_regression,countercontex,202,0.7,True,0.7,0.7042740690445051,1.0,0.9,0.029226545859938082,2863.682739626034
e4,heloc,retained_logistic_regression,countercontex,202,0.7,True,0.8,0.7042740690445051,0.0,0.9,0.029226545859938082,2863.682739626034
e4,heloc,retained_logistic_regression,countercontex,202,0.7,True,0.9,0.7042740690445051,0.0,0.9,0.029226545859938082,2863.682739626034
e4,heloc,retained_logistic_regression,countercontex,303,0.7,True,0.5,0.7042740690445051,1.0,0.9,0.029226545859938082,2647.159790676029
e4,heloc,retained_logistic_regression,countercontex,303,0.7,True,0.6,0.7042740690445051,1.0,0.9,0.029226545859938082,2647.159790676029
e4,heloc,retained_logistic_regression,countercontex,303,0.7,True,0.7,0.7042740690445051,1.0,0.9,0.029226545859938082,2647.159790676029
e4,heloc,retained_logistic_regression,countercontex,303,0.7,True,0.8,0.7042740690445051,0.0,0.9,0.029226545859938082,2647.159790676029
e4,heloc,retained_logistic_regression,countercontex,303,0.7,True,0.9,0.7042740690445051,0.0,0.9,0.029226545859938082,2647.159790676029
e4,heloc,retained_logistic_regression,countercontex,17,0.8,False,0.5,0.8032605739463453,1.0,0.236,0.06362307357945662,1726.3474801479606
e4,heloc,retained_logistic_regression,countercontex,17,0.8,False,0.6,0.8032605739463453,1.0,0.236,0.06362307357945662,1726.3474801479606
e4,heloc,retained_logistic_regression,countercontex,17,0.8,False,0.7,0.8032605739463453,1.0,0.236,0.06362307357945662,1726.3474801479606
e4,heloc,retained_logistic_regression,countercontex,17,0.8,False,0.8,0.8032605739463453,1.0,0.236,0.06362307357945662,1726.3474801479606
e4,heloc,retained_logistic_regression,countercontex,17,0.8,False,0.9,0.8032605739463453,0.0,0.236,0.06362307357945662,1726.3474801479606
e4,heloc,retained_logistic_regression,countercontex,42,0.8,False,0.5,0.8032605739463453,1.0,0.236,0.06362307357945662,1577.075101759052
e4,heloc,retained_logistic_regression,countercontex,42,0.8,False,0.6,0.8032605739463453,1.0,0.236,0.06362307357945662,1577.075101759052
e4,heloc,retained_logistic_regression,countercontex,42,0.8,False,0.7,0.8032605739463453,1.0,0.236,0.06362307357945662,1577.075101759052
e4,heloc,retained_logistic_regression,countercontex,42,0.8,False,0.8,0.8032605739463453,1.0,0.236,0.06362307357945662,1577.075101759052
e4,heloc,retained_logistic_regression,countercontex,42,0.8,False,0.9,0.8032605739463453,0.0,0.236,0.06362307357945662,1577.075101759052
e4,heloc,retained_logistic_regression,countercontex,101,0.8,False,0.5,0.8032605739463453,1.0,0.236,0.06362307357945662,1588.58365173504
e4,heloc,retained_logistic_regression,countercontex,101,0.8,False,0.6,0.8032605739463453,1.0,0.236,0.06362307357945662,1588.58365173504
e4,heloc,retained_logistic_regression,countercontex,101,0.8,False,0.7,0.8032605739463453,1.0,0.236,0.06362307357945662,1588.58365173504
e4,heloc,retained_logistic_regression,countercontex,101,0.8,False,0.8,0.8032605739463453,1.0,0.236,0.06362307357945662,1588.58365173504
e4,heloc,retained_logistic_regression,countercontex,101,0.8,False,0.9,0.8032605739463453,0.0,0.236,0.06362307357945662,1588.58365173504
e4,heloc,retained_logistic_regression,countercontex,202,0.8,False,0.5,0.8032605739463453,1.0,0.236,0.06362307357945662,1546.546772083966
e4,heloc,retained_logistic_regression,countercontex,202,0.8,False,0.6,0.8032605739463453,1.0,0.236,0.06362307357945662,1546.546772083966
e4,heloc,retained_logistic_regression,countercontex,202,0.8,False,0.7,0.8032605739463453,1.0,0.236,0.06362307357945662,1546.546772083966
e4,heloc,retained_logistic_regression,countercontex,202,0.8,False,0.8,0.8032605739463453,1.0,0.236,0.06362307357945662,1546.546772083966
e4,heloc,retained_logistic_regression,countercontex,202,0.8,False,0.9,0.8032605739463453,0.0,0.236,0.06362307357945662,1546.546772083966
e4,heloc,retained_logistic_regression,countercontex,303,0.8,False,0.5,0.8032605739463453,1.0,0.236,0.06362307357945662,1575.3787971870624
e4,heloc,retained_logistic_regression,countercontex,303,0.8,False,0.6,0.8032605739463453,1.0,0.236,0.06362307357945662,1575.3787971870624
e4,heloc,retained_logistic_regression,countercontex,303,0.8,False,0.7,0.8032605739463453,1.0,0.236,0.06362307357945662,1575.3787971870624
e4,heloc,retained_logistic_regression,countercontex,303,0.8,False,0.8,0.8032605739463453,1.0,0.236,0.06362307357945662,1575.3787971870624
e4,heloc,retained_logistic_regression,countercontex,303,0.8,False,0.9,0.8032605739463453,0.0,0.236,0.06362307357945662,1575.3787971870624
e4,heloc,retained_logistic_regression,countercontex,17,0.8,True,0.5,0.8021623591404379,1.0,0.704,0.04644702640688783,4691.713269897969
e4,heloc,retained_logistic_regression,countercontex,17,0.8,True,0.6,0.8021623591404379,1.0,0.704,0.04644702640688783,4691.713269897969
e4,heloc,retained_logistic_regression,countercontex,17,0.8,True,0.7,0.8021623591404379,1.0,0.704,0.04644702640688783,4691.713269897969
e4,heloc,retained_logistic_regression,countercontex,17,0.8,True,0.8,0.8021623591404379,1.0,0.704,0.04644702640688783,4691.713269897969
e4,heloc,retained_logistic_regression,countercontex,17,0.8,True,0.9,0.8021623591404379,0.0,0.704,0.04644702640688783,4691.713269897969
e4,heloc,retained_logistic_regression,countercontex,42,0.8,True,0.5,0.8021623591404379,1.0,0.704,0.04644702640688783,4661.1652890910045
e4,heloc,retained_logistic_regression,countercontex,42,0.8,True,0.6,0.8021623591404379,1.0,0.704,0.04644702640688783,4661.1652890910045
e4,heloc,retained_logistic_regression,countercontex,42,0.8,True,0.7,0.8021623591404379,1.0,0.704,0.04644702640688783,4661.1652890910045
e4,heloc,retained_logistic_regression,countercontex,42,0.8,True,0.8,0.8021623591404379,1.0,0.704,0.04644702640688783,4661.1652890910045
e4,heloc,retained_logistic_regression,countercontex,42,0.8,True,0.9,0.8021623591404379,0.0,0.704,0.04644702640688783,4661.1652890910045
e4,heloc,retained_logistic_regression,countercontex,101,0.8,True,0.5,0.8021623591404379,1.0,0.704,0.04644702640688783,4779.053714197013
e4,heloc,retained_logistic_regression,countercontex,101,0.8,True,0.6,0.8021623591404379,1.0,0.704,0.04644702640688783,4779.053714197013
e4,heloc,retained_logistic_regression,countercontex,101,0.8,True,0.7,0.8021623591404379,1.0,0.704,0.04644702640688783,4779.053714197013
e4,heloc,retained_logistic_regression,countercontex,101,0.8,True,0.8,0.8021623591404379,1.0,0.704,0.04644702640688783,4779.053714197013
e4,heloc,retained_logistic_regression,countercontex,101,0.8,True,0.9,0.8021623591404379,0.0,0.704,0.04644702640688783,4779.053714197013
e4,heloc,retained_logistic_regression,countercontex,202,0.8,True,0.5,0.8021623591404379,1.0,0.704,0.04644702640688783,4856.718954939977
e4,heloc,retained_logistic_regression,countercontex,202,0.8,True,0.6,0.8021623591404379,1.0,0.704,0.04644702640688783,4856.718954939977
e4,heloc,retained_logistic_regression,countercontex,202,0.8,True,0.7,0.8021623591404379,1.0,0.704,0.04644702640688783,4856.718954939977
e4,heloc,retained_logistic_regression,countercontex,202,0.8,True,0.8,0.8021623591404379,1.0,0.704,0.04644702640688783,4856.718954939977
e4,heloc,retained_logistic_regression,countercontex,202,0.8,True,0.9,0.8021623591404379,0.0,0.704,0.04644702640688783,4856.718954939977
e4,heloc,retained_logistic_regression,countercontex,303,0.8,True,0.5,0.8021623591404379,1.0,0.704,0.04644702640688783,4869.294893784041
e4,heloc,retained_logistic_regression,countercontex,303,0.8,True,0.6,0.8021623591404379,1.0,0.704,0.04644702640688783,4869.294893784041
e4,heloc,retained_logistic_regression,countercontex,303,0.8,True,0.7,0.8021623591404379,1.0,0.704,0.04644702640688783,4869.294893784041
e4,heloc,retained_logistic_regression,countercontex,303,0.8,True,0.8,0.8021623591404379,1.0,0.704,0.04644702640688783,4869.294893784041
e4,heloc,retained_logistic_regression,countercontex,303,0.8,True,0.9,0.8021623591404379,0.0,0.704,0.04644702640688783,4869.294893784041
e4,heloc,retained_logistic_regression,countercontex,17,0.9,False,0.5,0.9016888625054994,1.0,0.024,0.08044304094695744,1793.7821366770659
e4,heloc,retained_logistic_regression,countercontex,17,0.9,False,0.6,0.9016888625054994,1.0,0.024,0.08044304094695744,1793.7821366770659
